student_id,full_name,gender,state_of_origin,dob,email,phone,jamb_score,waec_grades,subject_scores,first_choice,second_choice,third_choice,"
        ""passport_photo"": f""https://cdn.example.com/{student_id}/passport.jpg"",
        ""waec_result_file"": f""https://cdn.example.com/{student_id}/waec.pdf"",
        ""jamb_result_file"": f""https://cdn.example.com/{student_id}/jamb.pdf"",created_at",last_login,completion_rate
b508687f-39ff-4639-a3f5-576e0f3b4871,Heather Jenkins,Male,Kaduna,11/26/2000,nuneztracey@example.org,4658133387,356,"{""English"": ""B2"", ""Mathematics"": ""C4"", ""Physics"": ""C5"", ""Chemistry"": ""A1"", ""Biology"": ""B3"", ""Government"": ""C5"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""C4"", ""Geography"": ""C4""}","{""English"": 95, ""Mathematics"": 91, ""Physics"": 76, ""Chemistry"": 66, ""Biology"": 61, ""Government"": 57, ""Economics"": 92, ""Literature"": 83, ""CRS"": 64, ""Geography"": 86}",Architecture,Psychology,Accounting,2025-11-28T14:48:49.362756+00:00,2025-11-28T14:48:49.362760+00:00,42
9ac8e7a4-febf-49e1-98b6-b5c6998d9059,Joel Baxter,Male,Delta,5/14/2006,ramosmichelle@example.net,908-501-3267,215,"{""English"": ""C5"", ""Mathematics"": ""C6"", ""Physics"": ""C5"", ""Chemistry"": ""C6"", ""Biology"": ""B3"", ""Government"": ""B3"", ""Economics"": ""C6"", ""Literature"": ""B3"", ""CRS"": ""B3"", ""Geography"": ""B3""}","{""English"": 44, ""Mathematics"": 87, ""Physics"": 53, ""Chemistry"": 53, ""Biology"": 52, ""Government"": 77, ""Economics"": 90, ""Literature"": 97, ""CRS"": 90, ""Geography"": 87}",Psychology,Accounting,Pharmacy,2025-11-28T14:48:49.363098+00:00,2025-11-28T14:48:49.363104+00:00,81
792ed631-a11a-466d-bdc5-c39f5cfd15af,Stephanie Martin,Male,Enugu,3/17/2001,gallowayjoseph@example.com,268-272-3430x9805,164,"{""English"": ""B2"", ""Mathematics"": ""C4"", ""Physics"": ""C5"", ""Chemistry"": ""C5"", ""Biology"": ""A1"", ""Government"": ""B2"", ""Economics"": ""B2"", ""Literature"": ""B2"", ""CRS"": ""A1"", ""Geography"": ""A1""}","{""English"": 96, ""Mathematics"": 78, ""Physics"": 79, ""Chemistry"": 54, ""Biology"": 75, ""Government"": 77, ""Economics"": 44, ""Literature"": 45, ""CRS"": 44, ""Geography"": 55}",Architecture,Medicine,Architecture,2025-11-28T14:48:49.363436+00:00,2025-11-28T14:48:49.363441+00:00,66
987dca79-7475-4aab-b7a2-e487dd6efb38,Kathryn Farrell,Female,Anambra,4/4/2000,brianromero@example.org,291-336-1939,276,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""C6"", ""Chemistry"": ""A1"", ""Biology"": ""B2"", ""Government"": ""A1"", ""Economics"": ""C6"", ""Literature"": ""C4"", ""CRS"": ""B2"", ""Geography"": ""B2""}","{""English"": 49, ""Mathematics"": 78, ""Physics"": 47, ""Chemistry"": 44, ""Biology"": 50, ""Government"": 80, ""Economics"": 56, ""Literature"": 59, ""CRS"": 58, ""Geography"": 44}",Psychology,Architecture,Accounting,2025-11-28T14:48:49.363769+00:00,2025-11-28T14:48:49.363774+00:00,66
b5432030-e183-4cdb-a3c0-1cf43beb054d,Kevin Mills,Female,Lagos,3/21/2008,james53@example.com,(524)675-1079x9118,333,"{""English"": ""B3"", ""Mathematics"": ""A1"", ""Physics"": ""C6"", ""Chemistry"": ""C6"", ""Biology"": ""A1"", ""Government"": ""A1"", ""Economics"": ""B3"", ""Literature"": ""C6"", ""CRS"": ""C5"", ""Geography"": ""B3""}","{""English"": 80, ""Mathematics"": 91, ""Physics"": 51, ""Chemistry"": 86, ""Biology"": 46, ""Government"": 72, ""Economics"": 42, ""Literature"": 64, ""CRS"": 47, ""Geography"": 84}",Architecture,Psychology,Economics,2025-11-28T14:48:49.364027+00:00,2025-11-28T14:48:49.364031+00:00,76
274b079a-dd7a-4671-8165-25fcc25eb946,Gregory Jones,Male,Enugu,7/12/2000,mikemoore@example.net,001-449-680-8412x411,166,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""C4"", ""Chemistry"": ""B3"", ""Biology"": ""A1"", ""Government"": ""C6"", ""Economics"": ""B3"", ""Literature"": ""C5"", ""CRS"": ""B3"", ""Geography"": ""A1""}","{""English"": 76, ""Mathematics"": 58, ""Physics"": 93, ""Chemistry"": 86, ""Biology"": 79, ""Government"": 44, ""Economics"": 51, ""Literature"": 97, ""CRS"": 63, ""Geography"": 79}",Law,Architecture,Economics,2025-11-28T14:48:49.364357+00:00,2025-11-28T14:48:49.364361+00:00,73
bfe34a23-1c50-4113-a954-96083d64a857,Daniel Cooper,Female,Kaduna,12/12/2002,william40@example.org,+1-264-300-5242x7868,155,"{""English"": ""B3"", ""Mathematics"": ""B3"", ""Physics"": ""C6"", ""Chemistry"": ""C4"", ""Biology"": ""C6"", ""Government"": ""B3"", ""Economics"": ""B3"", ""Literature"": ""C5"", ""CRS"": ""C4"", ""Geography"": ""B3""}","{""English"": 93, ""Mathematics"": 46, ""Physics"": 89, ""Chemistry"": 43, ""Biology"": 40, ""Government"": 57, ""Economics"": 67, ""Literature"": 98, ""CRS"": 45, ""Geography"": 94}",Law,Medicine,Computer Science,2025-11-28T14:48:49.364613+00:00,2025-11-28T14:48:49.364617+00:00,77
1d9e75fa-9866-467b-bb3a-1719de6b2fa3,Stephen Mckee,Female,Enugu,7/14/2005,davenportbrandi@example.org,(420)545-0533x15869,311,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""A1"", ""Chemistry"": ""C5"", ""Biology"": ""C5"", ""Government"": ""B3"", ""Economics"": ""B3"", ""Literature"": ""C5"", ""CRS"": ""A1"", ""Geography"": ""C6""}","{""English"": 60, ""Mathematics"": 92, ""Physics"": 48, ""Chemistry"": 88, ""Biology"": 64, ""Government"": 40, ""Economics"": 43, ""Literature"": 84, ""CRS"": 83, ""Geography"": 78}",Economics,Law,Medicine,2025-11-28T14:48:49.365021+00:00,2025-11-28T14:48:49.365026+00:00,63
53cb3a5a-d76d-4504-b027-f5026805f332,Vanessa Cochran,Male,Anambra,1/29/2006,vjohnson@example.com,(534)221-6073x37543,348,"{""English"": ""C5"", ""Mathematics"": ""B2"", ""Physics"": ""A1"", ""Chemistry"": ""A1"", ""Biology"": ""C4"", ""Government"": ""B3"", ""Economics"": ""C4"", ""Literature"": ""C4"", ""CRS"": ""C4"", ""Geography"": ""C4""}","{""English"": 48, ""Mathematics"": 82, ""Physics"": 50, ""Chemistry"": 64, ""Biology"": 50, ""Government"": 84, ""Economics"": 83, ""Literature"": 50, ""CRS"": 79, ""Geography"": 48}",Medicine,Economics,Computer Science,2025-11-28T14:48:49.365320+00:00,2025-11-28T14:48:49.365324+00:00,71
7bdcb640-d36c-42e4-9228-d17d5a6be98a,Jennifer Ramirez,Female,Kaduna,10/17/2003,rasmussenjoshua@example.net,768.750.1429x40196,173,"{""English"": ""B3"", ""Mathematics"": ""B2"", ""Physics"": ""B3"", ""Chemistry"": ""B2"", ""Biology"": ""C4"", ""Government"": ""B3"", ""Economics"": ""C6"", ""Literature"": ""A1"", ""CRS"": ""C5"", ""Geography"": ""B3""}","{""English"": 77, ""Mathematics"": 42, ""Physics"": 69, ""Chemistry"": 69, ""Biology"": 59, ""Government"": 50, ""Economics"": 56, ""Literature"": 63, ""CRS"": 41, ""Geography"": 73}",Architecture,Law,Law,2025-11-28T14:48:49.365678+00:00,2025-11-28T14:48:49.365683+00:00,97
ffc68547-e3cc-41b7-be0c-7d229e8699b0,William Wilson,Female,Delta,4/26/2000,jonathanfletcher@example.org,783.856.1595x14846,360,"{""English"": ""B2"", ""Mathematics"": ""C4"", ""Physics"": ""C5"", ""Chemistry"": ""A1"", ""Biology"": ""C6"", ""Government"": ""B3"", ""Economics"": ""C6"", ""Literature"": ""C4"", ""CRS"": ""B3"", ""Geography"": ""C4""}","{""English"": 71, ""Mathematics"": 60, ""Physics"": 78, ""Chemistry"": 50, ""Biology"": 53, ""Government"": 46, ""Economics"": 62, ""Literature"": 93, ""CRS"": 73, ""Geography"": 96}",Psychology,Psychology,Medicine,2025-11-28T14:48:49.366092+00:00,2025-11-28T14:48:49.366102+00:00,77
8d7688f3-ae18-4466-a67f-fba622088518,Kristen Lee,Male,Delta,5/26/2005,lbyrd@example.net,001-746-980-4436,355,"{""English"": ""B3"", ""Mathematics"": ""B3"", ""Physics"": ""C4"", ""Chemistry"": ""B3"", ""Biology"": ""B2"", ""Government"": ""B3"", ""Economics"": ""B3"", ""Literature"": ""B3"", ""CRS"": ""B3"", ""Geography"": ""C4""}","{""English"": 50, ""Mathematics"": 90, ""Physics"": 49, ""Chemistry"": 80, ""Biology"": 62, ""Government"": 47, ""Economics"": 88, ""Literature"": 53, ""CRS"": 93, ""Geography"": 69}",Psychology,Economics,Psychology,2025-11-28T14:48:49.366411+00:00,2025-11-28T14:48:49.366415+00:00,77
34e914ee-8dce-4a10-af34-beb3b92ec73f,Michael Dixon,Female,Kaduna,3/27/2008,donnacampbell@example.net,+1-395-913-4332x0037,183,"{""English"": ""C6"", ""Mathematics"": ""C6"", ""Physics"": ""C6"", ""Chemistry"": ""C4"", ""Biology"": ""C5"", ""Government"": ""B3"", ""Economics"": ""C5"", ""Literature"": ""A1"", ""CRS"": ""B3"", ""Geography"": ""C5""}","{""English"": 74, ""Mathematics"": 51, ""Physics"": 86, ""Chemistry"": 98, ""Biology"": 50, ""Government"": 45, ""Economics"": 51, ""Literature"": 58, ""CRS"": 79, ""Geography"": 46}",Economics,Computer Science,Medicine,2025-11-28T14:48:49.366824+00:00,2025-11-28T14:48:49.366829+00:00,99
0dec9ec6-76bf-4d68-9922-dffc95927ccf,Mark Lee,Male,Abuja,1/23/2001,psnyder@example.org,+1-401-963-2870x8317,319,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""C6"", ""Chemistry"": ""C6"", ""Biology"": ""B2"", ""Government"": ""B3"", ""Economics"": ""A1"", ""Literature"": ""C6"", ""CRS"": ""C6"", ""Geography"": ""C4""}","{""English"": 74, ""Mathematics"": 80, ""Physics"": 71, ""Chemistry"": 93, ""Biology"": 85, ""Government"": 40, ""Economics"": 48, ""Literature"": 41, ""CRS"": 53, ""Geography"": 80}",Architecture,Pharmacy,Economics,2025-11-28T14:48:49.367254+00:00,2025-11-28T14:48:49.367259+00:00,96
d89b6d8a-3a5f-435f-bb48-403bc42bf64a,Victoria Larson,Female,Lagos,7/8/2003,usalazar@example.net,(387)627-7434x87347,172,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""C6"", ""Chemistry"": ""C5"", ""Biology"": ""B3"", ""Government"": ""C5"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""A1"", ""Geography"": ""C6""}","{""English"": 89, ""Mathematics"": 91, ""Physics"": 52, ""Chemistry"": 66, ""Biology"": 66, ""Government"": 44, ""Economics"": 95, ""Literature"": 76, ""CRS"": 67, ""Geography"": 56}",Psychology,Psychology,Accounting,2025-11-28T14:48:49.367557+00:00,2025-11-28T14:48:49.367561+00:00,62
350cab3d-347a-4c64-be92-9184f002db03,George Orozco,Male,Delta,12/14/2003,taylorjesse@example.net,(231)566-5876,238,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""B3"", ""Chemistry"": ""A1"", ""Biology"": ""C5"", ""Government"": ""A1"", ""Economics"": ""B2"", ""Literature"": ""C6"", ""CRS"": ""C6"", ""Geography"": ""B3""}","{""English"": 72, ""Mathematics"": 95, ""Physics"": 42, ""Chemistry"": 59, ""Biology"": 98, ""Government"": 49, ""Economics"": 54, ""Literature"": 90, ""CRS"": 61, ""Geography"": 69}",Psychology,Psychology,Architecture,2025-11-28T14:48:49.367907+00:00,2025-11-28T14:48:49.367912+00:00,93
87785c58-f968-4f8d-9738-4fcee1c8f2bb,Jean Carrillo,Female,Anambra,3/27/2007,gateskathy@example.com,805.946.6889x3734,246,"{""English"": ""C5"", ""Mathematics"": ""A1"", ""Physics"": ""A1"", ""Chemistry"": ""C6"", ""Biology"": ""B2"", ""Government"": ""A1"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""C5"", ""Geography"": ""B3""}","{""English"": 47, ""Mathematics"": 76, ""Physics"": 81, ""Chemistry"": 92, ""Biology"": 55, ""Government"": 56, ""Economics"": 40, ""Literature"": 73, ""CRS"": 80, ""Geography"": 71}",Medicine,Law,Medicine,2025-11-28T14:48:49.368438+00:00,2025-11-28T14:48:49.368445+00:00,87
a4d2e254-5042-4b74-8739-27ed033f0068,George Shelton,Female,Kano,8/11/2000,dramsey@example.org,+1-280-669-9016x272,219,"{""English"": ""C4"", ""Mathematics"": ""B3"", ""Physics"": ""B3"", ""Chemistry"": ""C6"", ""Biology"": ""C5"", ""Government"": ""C4"", ""Economics"": ""C6"", ""Literature"": ""C6"", ""CRS"": ""B3"", ""Geography"": ""B2""}","{""English"": 51, ""Mathematics"": 84, ""Physics"": 43, ""Chemistry"": 83, ""Biology"": 56, ""Government"": 54, ""Economics"": 66, ""Literature"": 50, ""CRS"": 59, ""Geography"": 93}",Computer Science,Economics,Pharmacy,2025-11-28T14:48:49.368782+00:00,2025-11-28T14:48:49.368787+00:00,55
40aee75f-3c2e-4bfe-a6d5-88fd96f04dd9,Daniel Murphy,Female,Rivers,1/26/2003,aramirez@example.com,270-580-5310,291,"{""English"": ""C4"", ""Mathematics"": ""C5"", ""Physics"": ""B3"", ""Chemistry"": ""B3"", ""Biology"": ""B2"", ""Government"": ""C6"", ""Economics"": ""B3"", ""Literature"": ""B2"", ""CRS"": ""B3"", ""Geography"": ""C6""}","{""English"": 76, ""Mathematics"": 97, ""Physics"": 45, ""Chemistry"": 82, ""Biology"": 49, ""Government"": 43, ""Economics"": 46, ""Literature"": 97, ""CRS"": 75, ""Geography"": 75}",Architecture,Computer Science,Computer Science,2025-11-28T14:48:49.369099+00:00,2025-11-28T14:48:49.369104+00:00,68
651cbed0-f5cd-4a6f-975b-4081eecbcfcd,Alex Hernandez,Female,Anambra,8/7/2004,thomaswilson@example.org,645.829.9124x190,211,"{""English"": ""C5"", ""Mathematics"": ""A1"", ""Physics"": ""B3"", ""Chemistry"": ""C5"", ""Biology"": ""C6"", ""Government"": ""B3"", ""Economics"": ""A1"", ""Literature"": ""C6"", ""CRS"": ""A1"", ""Geography"": ""B3""}","{""English"": 67, ""Mathematics"": 86, ""Physics"": 93, ""Chemistry"": 66, ""Biology"": 54, ""Government"": 78, ""Economics"": 92, ""Literature"": 62, ""CRS"": 42, ""Geography"": 42}",Computer Science,Economics,Psychology,2025-11-28T14:48:49.369442+00:00,2025-11-28T14:48:49.369447+00:00,90
ff1dec4c-2dca-4851-830c-d5ac29b6e4df,Miguel Jones,Male,Rivers,10/7/2006,curtisbarton@example.net,+1-819-905-8651x850,261,"{""English"": ""C5"", ""Mathematics"": ""B2"", ""Physics"": ""B2"", ""Chemistry"": ""A1"", ""Biology"": ""B2"", ""Government"": ""C5"", ""Economics"": ""C4"", ""Literature"": ""C6"", ""CRS"": ""C4"", ""Geography"": ""C6""}","{""English"": 73, ""Mathematics"": 85, ""Physics"": 63, ""Chemistry"": 79, ""Biology"": 96, ""Government"": 82, ""Economics"": 45, ""Literature"": 76, ""CRS"": 41, ""Geography"": 84}",Law,Pharmacy,Computer Science,2025-11-28T14:48:49.369778+00:00,2025-11-28T14:48:49.369782+00:00,51
2c8f988c-6838-4f9e-bc2d-039028f59458,Tyler Reid,Male,Anambra,4/28/2004,bzimmerman@example.org,001-684-998-7769x4531,262,"{""English"": ""B2"", ""Mathematics"": ""C6"", ""Physics"": ""C6"", ""Chemistry"": ""C6"", ""Biology"": ""C5"", ""Government"": ""B2"", ""Economics"": ""B2"", ""Literature"": ""C6"", ""CRS"": ""C5"", ""Geography"": ""C4""}","{""English"": 48, ""Mathematics"": 58, ""Physics"": 58, ""Chemistry"": 92, ""Biology"": 41, ""Government"": 65, ""Economics"": 80, ""Literature"": 88, ""CRS"": 74, ""Geography"": 77}",Accounting,Economics,Economics,2025-11-28T14:48:49.370076+00:00,2025-11-28T14:48:49.370080+00:00,41
60990d4a-9d02-47b3-98fd-11e273507e48,John Bishop,Male,Lagos,11/12/2003,frogers@example.com,(273)554-5494,274,"{""English"": ""C4"", ""Mathematics"": ""C4"", ""Physics"": ""C5"", ""Chemistry"": ""C6"", ""Biology"": ""C6"", ""Government"": ""B3"", ""Economics"": ""C5"", ""Literature"": ""B2"", ""CRS"": ""C6"", ""Geography"": ""B2""}","{""English"": 41, ""Mathematics"": 51, ""Physics"": 61, ""Chemistry"": 49, ""Biology"": 51, ""Government"": 68, ""Economics"": 62, ""Literature"": 53, ""CRS"": 79, ""Geography"": 81}",Economics,Law,Medicine,2025-11-28T14:48:49.370367+00:00,2025-11-28T14:48:49.370371+00:00,81
8491e5fa-a16f-4bb7-bab9-93cf7a346235,Nathan Freeman,Female,Abuja,7/10/2008,hannahbrewer@example.com,701.843.6349x578,324,"{""English"": ""B2"", ""Mathematics"": ""B3"", ""Physics"": ""C5"", ""Chemistry"": ""C6"", ""Biology"": ""C5"", ""Government"": ""B3"", ""Economics"": ""C4"", ""Literature"": ""C5"", ""CRS"": ""C6"", ""Geography"": ""B2""}","{""English"": 81, ""Mathematics"": 97, ""Physics"": 85, ""Chemistry"": 56, ""Biology"": 48, ""Government"": 77, ""Economics"": 65, ""Literature"": 60, ""CRS"": 94, ""Geography"": 45}",Computer Science,Law,Architecture,2025-11-28T14:48:49.370701+00:00,2025-11-28T14:48:49.370705+00:00,46
73d8fb25-2436-41d9-b965-77bc5f36bf11,Krista Bell MD,Female,Oyo,4/20/2007,john13@example.com,682-333-7498,202,"{""English"": ""C5"", ""Mathematics"": ""C5"", ""Physics"": ""B3"", ""Chemistry"": ""A1"", ""Biology"": ""B3"", ""Government"": ""C6"", ""Economics"": ""B2"", ""Literature"": ""C5"", ""CRS"": ""B3"", ""Geography"": ""B2""}","{""English"": 87, ""Mathematics"": 61, ""Physics"": 46, ""Chemistry"": 94, ""Biology"": 89, ""Government"": 88, ""Economics"": 40, ""Literature"": 49, ""CRS"": 74, ""Geography"": 87}",Pharmacy,Accounting,Medicine,2025-11-28T14:48:49.370995+00:00,2025-11-28T14:48:49.371000+00:00,53
288088e3-c0a6-45c7-957a-7d0276e73bb7,Elizabeth Ward,Male,Delta,12/28/2005,alexis82@example.com,6089427109,301,"{""English"": ""C4"", ""Mathematics"": ""A1"", ""Physics"": ""A1"", ""Chemistry"": ""B2"", ""Biology"": ""A1"", ""Government"": ""C6"", ""Economics"": ""B2"", ""Literature"": ""C6"", ""CRS"": ""B2"", ""Geography"": ""B2""}","{""English"": 57, ""Mathematics"": 91, ""Physics"": 56, ""Chemistry"": 81, ""Biology"": 95, ""Government"": 81, ""Economics"": 65, ""Literature"": 87, ""CRS"": 87, ""Geography"": 56}",Law,Law,Architecture,2025-11-28T14:48:49.371288+00:00,2025-11-28T14:48:49.371292+00:00,93
5f5f9d22-7de9-4131-b0f5-c0a4faea3be8,Glen Sheppard,Male,Delta,3/22/2002,shelley71@example.org,(871)590-2294x1318,170,"{""English"": ""C6"", ""Mathematics"": ""A1"", ""Physics"": ""B3"", ""Chemistry"": ""C4"", ""Biology"": ""B3"", ""Government"": ""B3"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""C4"", ""Geography"": ""B2""}","{""English"": 40, ""Mathematics"": 96, ""Physics"": 90, ""Chemistry"": 58, ""Biology"": 75, ""Government"": 84, ""Economics"": 72, ""Literature"": 68, ""CRS"": 67, ""Geography"": 45}",Architecture,Medicine,Accounting,2025-11-28T14:48:49.371586+00:00,2025-11-28T14:48:49.371591+00:00,60
